observationid,HUC8,categoryid,confidence,userid,notes,created_date,updated_date,category_name,HAND,ChannelDist,TWI,Slope
81,18030002,10,,1,,2021/06/17 21:55:43,2021/06/17 21:55:43,Upland (non-valley bottom),11.303586959838867,49.753055572509766,4.086863040924072,11.576436042785645
82,18030002,10,,1,,2021/06/17 21:55:43,2021/06/17 21:55:43,Upland (non-valley bottom),8.502671241760254,44.500484466552734,7.34097146987915,2.10326886177063
83,18030002,2,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Highly Likely Active Floodplain,1.4925402402877808,22.250242233276367,10.113710403442383,2.53560209274292
84,18030002,2,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Highly Likely Active Floodplain,0.0,0.0,9.776806831359863,3.44010066986084
85,18030002,2,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Highly Likely Active Floodplain,0.0,0.0,9.869619369506836,1.302054524421692
86,18030002,2,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Highly Likely Active Floodplain,4.014493942260742,9.950611114501953,12.674211502075195,1.3441327810287476
87,18030002,4,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Possible Active Floodplain,1.7372113466262817,44.500484466552734,9.081250190734863,0.966230571269989
88,18030002,4,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Possible Active Floodplain,0.9406411647796631,28.144575119018555,10.280911445617676,1.3913780450820923
89,18030002,1,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Estimated Active Channel,0.0,0.0,17.025747299194336,2.5093016624450684
90,18030002,10,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Upland (non-valley bottom),0.7388051748275757,19.901222229003906,7.346686840057373,4.60949182510376
91,18030002,10,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Upland (non-valley bottom),2.223844289779663,19.901222229003906,4.530359745025635,13.427781105041504
92,18030002,1,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Estimated Active Channel,0.18578748404979706,9.950611114501953,8.207209587097168,2.1415088176727295
93,18030002,3,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Likely Active Floodplain,0.0,0.0,18.437211990356445,0.18673978745937347
94,18030002,3,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Likely Active Floodplain,0.0,0.0,9.293112754821777,1.5074583292007446
95,18030002,2,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Highly Likely Active Floodplain,0.0,0.0,11.613580703735352,1.0487399101257324
96,18030002,1,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Estimated Active Channel,0.13281412422657013,9.950611114501953,9.560659408569336,1.0441724061965942
97,18030002,1,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Estimated Active Channel,0.0,0.0,10.087306022644043,0.8745192885398865
98,18030002,8,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Very Unlikely Valley Bottom Extent,1.257169485092163,39.80244445800781,9.24591064453125,2.0086755752563477
99,18030002,8,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Very Unlikely Valley Bottom Extent,2.5403077602386475,35.877437591552734,7.745534420013428,5.254945278167725
100,18030002,8,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Very Unlikely Valley Bottom Extent,1.4394422769546509,39.80244445800781,9.033598899841309,2.6490907669067383
101,18030002,8,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Very Unlikely Valley Bottom Extent,0.29977574944496155,9.950611114501953,6.875658988952637,6.029871940612793
102,18030002,8,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Very Unlikely Valley Bottom Extent,0.8920966386795044,19.901222229003906,6.67686128616333,3.6680328845977783
103,18030002,10,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Upland (non-valley bottom),16.999879837036133,163.20216369628906,7.4444050788879395,7.1875081062316895
104,18030002,8,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Very Unlikely Valley Bottom Extent,4.461547374725342,80.2243881225586,5.990566253662109,2.2068467140197754
105,18030002,8,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Very Unlikely Valley Bottom Extent,15.335198402404785,141.42474365234375,5.840915203094482,3.256830930709839
106,18030002,10,,1,,2021/06/17 22:01:17,2021/06/17 22:01:17,Upland (non-valley bottom),15.914396286010742,151.56320190429688,7.1230788230896,0.8670089244842529
107,18030002,2,,1,,2021/06/17 22:12:11,2021/06/17 22:12:11,Highly Likely Active Floodplain,0.6120918989181519,49.753055572509766,8.84504508972168,1.6394338607788086
108,18030002,2,,1,,2021/06/17 22:12:11,2021/06/17 22:12:11,Highly Likely Active Floodplain,1.2695626020431519,50.73835754394531,8.478001594543457,2.100238800048828
109,18030002,4,,1,,2021/06/17 22:12:11,2021/06/17 22:12:11,Possible Active Floodplain,0.43443581461906433,14.072287559509277,8.109238624572754,2.163065195083618
110,18030002,5,,1,,2021/06/17 22:12:11,2021/06/17 22:12:11,Possible Inactive Floodplain,0.51416015625,56.28915023803711,8.94705867767334,1.8102816343307495
111,18030002,1,,1,,2021/06/17 22:12:11,2021/06/17 22:12:11,Estimated Active Channel,0.0,0.0,13.436756134033203,3.5124735832214355
112,18030002,2,,1,,2021/06/17 22:12:11,2021/06/17 22:12:11,Highly Likely Active Floodplain,1.2859795093536377,9.950611114501953,9.32610034942627,3.75406813621521
113,18030002,1,,1,,2021/06/17 22:17:26,2021/06/17 22:17:26,Estimated Active Channel,0.0078125,9.950611114501953,11.26111888885498,1.1807351112365723
114,18030002,2,,1,,2021/06/17 22:17:26,2021/06/17 22:17:26,Highly Likely Active Floodplain,0.0,0.0,7.427243232727051,1.343537449836731
115,18030002,10,,1,,2021/06/17 22:17:26,2021/06/17 22:17:26,Upland (non-valley bottom),28.912569046020508,229.72769165039062,6.399486064910889,0.5114079117774963
116,18030002,10,,1,,2021/06/17 22:17:26,2021/06/17 22:17:26,Upland (non-valley bottom),39.80191421508789,207.7748565673828,7.0150580406188965,7.761017799377441
117,18030002,10,,1,,2021/06/17 22:17:26,2021/06/17 22:17:26,Upland (non-valley bottom),60.85211181640625,267.9283752441406,5.380908012390137,14.590780258178711
118,18030002,10,,1,,2021/06/17 22:17:26,2021/06/17 22:17:26,Upland (non-valley bottom),88.37738037109375,342.3935546875,6.626715183258057,17.424707412719727
119,18030002,8,,1,,2021/06/17 22:17:26,2021/06/17 22:17:26,Very Unlikely Valley Bottom Extent,4.498618125915527,133.8717803955078,8.95258617401123,4.9179205894470215
120,18030002,5,,1,,2021/06/17 22:17:26,2021/06/17 22:17:26,Possible Inactive Floodplain,4.799561023712158,49.753055572509766,6.482089042663574,2.0688233375549316
121,18030002,5,,1,,2021/06/17 22:17:26,2021/06/17 22:17:26,Possible Inactive Floodplain,2.6357421875,59.70366668701172,-1.0,0.0
122,18030002,5,,1,,2021/06/17 22:17:26,2021/06/17 22:17:26,Possible Inactive Floodplain,1.5419921875,75.78160095214844,8.692511558532715,2.2543396949768066
123,18030002,1,0.9,1,,2021/06/19 22:48:37,2021/06/19 22:48:37,Estimated Active Channel,0.0,0.0,8.747454643249512,0.6914436221122742
124,18030002,10,1.0,1,,2021/06/19 22:48:37,2021/06/19 22:48:37,Upland (non-valley bottom),6.58203125,170.3270263671875,8.097636222839355,3.6096043586730957
125,18030002,1,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Estimated Active Channel,0.0,0.0,8.462692260742188,2.4244747161865234
126,18030002,2,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Highly Likely Active Floodplain,0.0,0.0,8.931426048278809,1.9517345428466797
127,18030002,2,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Highly Likely Active Floodplain,0.27526628971099854,9.950611114501953,-1.0,0.9773609638214111
128,18030002,2,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Highly Likely Active Floodplain,0.0,0.0,8.274700164794922,1.7602900266647339
129,18030002,1,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Estimated Active Channel,0.4734005630016327,9.950611114501953,8.571568489074707,1.53569757938385
130,18030002,5,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Possible Inactive Floodplain,3.15897798538208,71.75487518310547,-1.0,1.0049834251403809
131,18030002,5,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Possible Inactive Floodplain,3.3247714042663574,39.80244445800781,8.122281074523926,1.9531128406524658
132,18030002,4,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Possible Active Floodplain,1.5402376651763916,50.73835754394531,-1.0,0.7376590371131897
133,18030002,5,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Possible Inactive Floodplain,4.712375164031982,39.80244445800781,-1.0,0.9491629600524902
134,18030002,1,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Estimated Active Channel,0.0,0.0,-1.0,1.0343434810638428
135,18030002,8,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Very Unlikely Valley Bottom Extent,0.9572612047195435,19.901222229003906,8.20540714263916,2.2722856998443604
136,18030002,8,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Very Unlikely Valley Bottom Extent,0.9930861592292786,28.144575119018555,8.51663589477539,2.061461925506592
137,18030002,10,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Upland (non-valley bottom),8.08686351776123,91.74009704589844,6.270059108734131,6.887878894805908
138,18030002,10,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Upland (non-valley bottom),27.683032989501953,133.8717803955078,5.481509208679199,20.056678771972656
139,18030002,1,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Estimated Active Channel,0.0,0.0,7.750504970550537,1.46727454662323
140,18030002,5,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Possible Inactive Floodplain,0.0,0.0,6.904146194458008,1.1045931577682495
141,18030002,8,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Very Unlikely Valley Bottom Extent,2.743340492248535,79.60488891601562,10.043399810791016,2.8763129711151123
142,18030002,10,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Upland (non-valley bottom),8.160903930664062,98.00215148925781,6.000602722167969,12.870574951171875
143,18030002,1,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Estimated Active Channel,0.7442938089370728,9.950611114501953,7.271258354187012,4.4089131355285645
144,18030002,2,,1,,2021/06/19 23:02:54,2021/06/19 23:02:54,Highly Likely Active Floodplain,0.6504822969436646,9.950611114501953,-1.0,2.9913618564605713
145,18030002,1,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Estimated Active Channel,0.523066520690918,9.950611114501953,7.767333984375,2.7176153659820557
146,18030002,2,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Highly Likely Active Floodplain,0.9582164883613586,9.950611114501953,8.156882286071777,2.1988961696624756
147,18030002,3,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Likely Active Floodplain,1.658237338066101,22.250242233276367,7.769773483276367,1.4036184549331665
148,18030002,4,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Possible Active Floodplain,1.9394880533218384,31.466594696044922,7.6528239250183105,1.9477734565734863
149,18030002,2,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Highly Likely Active Floodplain,0.0,0.0,-1.0,1.4639796018600464
150,18030002,3,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Likely Active Floodplain,0.5422514081001282,9.950611114501953,-1.0,1.635326623916626
151,18030002,1,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Estimated Active Channel,0.0,0.0,-1.0,1.842349886894226
152,18030002,2,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Highly Likely Active Floodplain,0.273137629032135,9.950611114501953,8.411036491394043,2.042806625366211
153,18030002,5,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Possible Inactive Floodplain,2.6094796657562256,41.02742004394531,6.929235458374023,3.942563772201538
154,18030002,5,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Possible Inactive Floodplain,4.360520839691162,62.933189392089844,6.869485378265381,3.4904823303222656
155,18030002,2,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Highly Likely Active Floodplain,0.9383952617645264,9.950611114501953,6.587979316711426,5.751536846160889
156,18030002,2,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Highly Likely Active Floodplain,0.0,0.0,6.650525093078613,8.832637786865234
157,18030002,1,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Estimated Active Channel,0.0,0.0,13.92737102508545,1.8619354963302612
158,18030002,2,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Highly Likely Active Floodplain,0.0,0.0,8.399724006652832,3.3331761360168457
159,18030002,8,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Very Unlikely Valley Bottom Extent,2.7031943798065186,31.466594696044922,7.503572463989258,4.507918834686279
160,18030002,8,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Very Unlikely Valley Bottom Extent,3.61254620552063,53.5856819152832,7.63787841796875,2.6031224727630615
161,18030002,8,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Very Unlikely Valley Bottom Extent,2.5108320713043213,44.500484466552734,7.900324821472168,3.398179769515991
162,18030002,2,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Highly Likely Active Floodplain,0.0,0.0,11.688660621643066,4.20057487487793
163,18030002,2,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Highly Likely Active Floodplain,0.0,0.0,12.607646942138672,1.1965452432632446
164,18030002,1,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Estimated Active Channel,0.0,0.0,-1.0,4.001790523529053
165,18030002,3,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Likely Active Floodplain,0.0,0.0,14.54442310333252,2.4349799156188965
166,18030002,1,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Estimated Active Channel,0.0,0.0,-1.0,1.814163088798523
167,18030002,3,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Likely Active Floodplain,0.0,0.0,-1.0,1.7238800525665283
168,18030002,2,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Highly Likely Active Floodplain,2.845059871673584,49.753055572509766,8.316643714904785,2.0328140258789062
169,18030002,4,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Possible Active Floodplain,1.6779977083206177,9.950611114501953,10.786789894104004,1.7816073894500732
170,18030002,4,,1,,2021/06/19 23:10:55,2021/06/19 23:10:55,Possible Active Floodplain,0.8586246967315674,9.950611114501953,-1.0,1.7289557456970215
171,18030002,1,,1,,2021/06/22 15:11:48,2021/06/22 15:11:48,Estimated Active Channel,0.0,0.0,-1.0,1.2905712127685547
172,18030002,2,,1,,2021/06/22 15:11:48,2021/06/22 15:11:48,Highly Likely Active Floodplain,0.0,0.0,7.1059722900390625,1.5452431440353394
173,18030002,5,,1,,2021/06/22 15:11:48,2021/06/22 15:11:48,Possible Inactive Floodplain,3.1439154148101807,35.877437591552734,6.267610549926758,1.3372658491134644
174,18030002,5,,1,,2021/06/22 15:11:48,2021/06/22 15:11:48,Possible Inactive Floodplain,1.1855660676956177,9.950611114501953,7.7792253494262695,1.8839688301086426
